hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,is_repeated_guest,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,reservation_status,reservation_status_date
Resort Hotel,0,9.40E+01,2015,July,28,5,4,6,3.00E+00,0,0,PRT,Direct,Direct,0,0,D,3,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,1.10E+02,2015,July,28,5,4,7,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,7/16/2015
Resort Hotel,0,9.60E+01,2015,July,28,5,4,10,1.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,7/19/2015
Resort Hotel,0,7.90E+01,2015,July,28,5,4,10,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,7/19/2015
Resort Hotel,0,1.15E+02,2015,July,28,6,1,4,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,G,1,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,1.11E+02,2015,July,28,6,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,5.10E+01,2015,July,28,6,1,3,2.00E+00,0,0,USA,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,9.40E+01,2015,July,28,6,1,3,3.00E+00,0,0,CN,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,8.10E+01,2015,July,28,6,1,3,2.00E+00,2,0,CHE,Direct,Direct,0,0,G,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,8.40E+01,2015,July,28,6,1,3,2.00E+00,0,1,PRT,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,5.10E+01,2015,July,28,6,1,3,3.00E+00,0,0,USA,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,1.11E+02,2015,July,28,6,0,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/6/2015
Resort Hotel,0,0.00E+00,2015,July,28,6,0,0,1.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Check-Out,7/6/2015
Resort Hotel,0,2.00E+00,2015,July,28,6,1,0,2.00E+00,1,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/7/2015
Resort Hotel,0,7.00E+00,2015,July,28,6,1,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/8/2015
Resort Hotel,0,9.80E+01,2015,July,28,6,1,1,2.00E+00,0,0,USA,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/8/2015
Resort Hotel,0,9.50E+01,2015,July,28,6,1,2,2.00E+00,0,0,GRC,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/9/2015
Resort Hotel,1,4.80E+01,2015,July,28,6,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,6/3/2015
Resort Hotel,0,6.60E+01,2015,July,28,6,1,3,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,1.04E+02,2015,July,28,6,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,1,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,2.80E+01,2015,July,28,6,1,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,3.40E+01,2015,July,28,6,1,4,2.00E+00,0,0,PRT,Direct,Direct,0,0,F,0,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,9.80E+01,2015,July,28,6,1,5,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,1.04E+02,2015,July,28,6,1,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,1,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,6.80E+01,2015,July,28,6,2,5,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,1,8.60E+01,2015,July,28,6,2,5,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,6/26/2015
Resort Hotel,0,2.58E+02,2015,July,28,6,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,7/13/2015
Resort Hotel,0,1.11E+02,2015,July,28,6,3,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/14/2015
Resort Hotel,1,9.40E+01,2015,July,28,6,3,7,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,5/14/2015
Resort Hotel,0,1.12E+02,2015,July,28,6,3,7,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/16/2015
Resort Hotel,0,1.00E+02,2015,July,28,6,3,7,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,7/16/2015
Resort Hotel,0,3.30E+01,2015,July,28,6,3,7,2.00E+00,0,0,PRT,Direct,Direct,0,0,F,5,No Deposit,Transient,Check-Out,7/16/2015
Resort Hotel,0,9.70E+01,2015,July,28,6,3,7,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,7/16/2015
Resort Hotel,0,8.00E+01,2015,July,28,6,3,8,1.00E+00,0,0,FRA,Direct,Direct,0,0,A,1,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,9.00E+01,2015,July,28,6,4,10,2.00E+00,0,0,ITA,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,7/20/2015
Resort Hotel,0,1.11E+02,2015,July,28,6,4,10,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,7/20/2015
Resort Hotel,0,6.50E+01,2015,July,28,6,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,1,6.70E+01,2015,July,28,7,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,5/7/2015
Resort Hotel,0,5.50E+01,2015,July,28,7,0,3,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,2.10E+01,2015,July,28,7,0,3,2.00E+00,1,0,PRT,Direct,Direct,0,0,F,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,8.00E+00,2015,July,28,7,0,0,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/7/2015
Resort Hotel,0,8.00E+00,2015,July,28,7,0,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/7/2015
Resort Hotel,0,0.00E+00,2015,July,28,7,0,1,1.00E+00,0,0,GBR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/8/2015
Resort Hotel,0,0.00E+00,2015,July,28,7,0,1,3.00E+00,0,0,PRT,Direct,Direct,0,0,C,0,No Deposit,Transient,Check-Out,7/8/2015
Resort Hotel,0,0.00E+00,2015,July,28,7,0,1,1.00E+00,0,0,GBR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/8/2015
Resort Hotel,0,8.00E+00,2015,July,28,7,0,4,3.00E+00,2,0,ESP,Online TA,TA/TO,0,0,H,2,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,6.60E+01,2015,July,28,7,0,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,8.80E+01,2015,July,28,7,0,4,3.00E+00,0,0,USA,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,0.00E+00,2015,July,28,7,0,4,2.00E+00,0,0,NLD,Direct,Direct,0,0,A,2,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,1,4.30E+01,2015,July,28,7,0,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,5/28/2015
Resort Hotel,1,8.80E+01,2015,July,28,7,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,4/13/2015
Resort Hotel,0,5.40E+01,2015,July,28,7,2,5,2.00E+00,0,0,IRL,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/14/2015
Resort Hotel,1,2.92E+02,2015,July,28,7,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Canceled,3/25/2015
Resort Hotel,0,1.12E+02,2015,July,28,7,4,10,2.00E+00,0,0,IRL,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,7/21/2015
Resort Hotel,0,6.80E+01,2015,July,28,8,0,3,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,7.00E+00,2015,July,28,8,0,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,1.00E+00,2015,July,28,8,0,4,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,1,1.13E+02,2015,July,28,8,0,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,5/28/2015
Resort Hotel,0,5.00E+00,2015,July,28,8,0,4,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,8.30E+01,2015,July,28,8,0,4,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,1,1.05E+02,2015,July,28,8,0,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,6/29/2015
Resort Hotel,0,0.00E+00,2015,July,28,8,0,1,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/9/2015
Resort Hotel,1,1.00E+00,2015,July,28,8,0,1,2.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Canceled,7/8/2015
Resort Hotel,1,1.00E+00,2015,July,28,8,0,1,2.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Canceled,7/8/2015
Resort Hotel,0,1.00E+00,2015,July,28,8,0,2,2.00E+00,0,0,CHE,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,1,1.02E+02,2015,July,28,8,1,4,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Canceled,5/28/2015
Resort Hotel,0,1.13E+02,2015,July,28,8,2,4,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,1,No Deposit,Transient,Check-Out,7/14/2015
Resort Hotel,1,2.80E+02,2015,July,28,8,2,5,2.00E+00,1,0,PRT,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Canceled,4/15/2015
Resort Hotel,0,9.60E+01,2015,July,28,8,2,5,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,3.94E+02,2015,July,28,8,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Contract,Check-Out,7/15/2015
Resort Hotel,0,3.30E+01,2015,July,28,8,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,8.20E+01,2015,July,28,8,2,6,3.00E+00,0,0,IRL,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/16/2015
Resort Hotel,0,1.00E+02,2015,July,28,8,2,7,3.00E+00,0,0,DNK,Online TA,TA/TO,0,0,E,1,No Deposit,Transient-Party,Check-Out,7/17/2015
Resort Hotel,0,1.00E+02,2015,July,28,8,2,7,2.00E+00,0,0,DNK,Online TA,TA/TO,0,0,E,0,No Deposit,Transient-Party,Check-Out,7/17/2015
Resort Hotel,0,1.70E+01,2015,July,28,9,0,1,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,C,0,No Deposit,Transient,Check-Out,7/10/2015
Resort Hotel,0,6.80E+01,2015,July,28,9,0,2,3.00E+00,0,0,ARG,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,1.20E+01,2015,July,28,9,0,2,2.00E+00,2,0,PRT,Direct,Direct,0,0,H,2,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,1,7.70E+01,2015,July,28,9,0,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient,Canceled,6/2/2015
Resort Hotel,1,2.40E+01,2015,July,28,9,0,3,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,C,0,No Deposit,Transient,Canceled,6/16/2015
Resort Hotel,1,4.40E+01,2015,July,28,9,0,3,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Canceled,6/16/2015
Resort Hotel,0,7.80E+01,2015,July,28,9,0,3,2.00E+00,0,1,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,1,1.70E+01,2015,July,28,9,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,6/23/2015
Resort Hotel,1,1.03E+02,2015,July,28,9,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,6/27/2015
Resort Hotel,0,1.60E+01,2015,July,28,9,1,3,1.00E+00,0,0,RUS,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,1.40E+01,2015,July,28,9,2,3,2.00E+00,0,0,SWE,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/14/2015
Resort Hotel,0,7.70E+01,2015,July,28,9,2,3,2.00E+00,0,0,POL,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/14/2015
Resort Hotel,0,9.00E+01,2015,July,28,9,2,5,2.00E+00,0,0,FRA,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/16/2015
Resort Hotel,0,9.00E+01,2015,July,28,9,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,7/16/2015
Resort Hotel,0,9.00E+01,2015,July,28,9,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Contract,Check-Out,7/16/2015
Resort Hotel,0,3.66E+02,2015,July,28,9,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,E,0,No Deposit,Contract,Check-Out,7/16/2015
Resort Hotel,0,2.49E+02,2015,July,28,9,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/16/2015
Resort Hotel,1,6.90E+01,2015,July,28,9,2,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,5/13/2015
Resort Hotel,0,1.00E+01,2015,July,28,10,0,1,2.00E+00,0,0,USA,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/11/2015
Resort Hotel,0,2.20E+01,2015,July,28,10,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,9.10E+01,2015,July,28,10,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,2.30E+01,2015,July,28,10,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,1.10E+01,2015,July,28,10,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,3.00E+00,2015,July,28,10,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,1.30E+01,2015,July,28,10,0,2,2.00E+00,1,0,PRT,Online TA,TA/TO,0,0,G,2,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,1.08E+02,2015,July,28,10,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,9.10E+01,2015,July,28,10,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,3.70E+01,2015,July,28,10,1,2,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,C,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,2.10E+01,2015,July,28,10,1,2,2.00E+00,0,0,AUS,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,1.06E+02,2015,July,28,10,1,2,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,3.00E+01,2015,July,28,10,2,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,F,0,No Deposit,Transient-Party,Check-Out,7/14/2015
Resort Hotel,0,3.00E+01,2015,July,28,10,2,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,F,0,No Deposit,Transient-Party,Check-Out,7/14/2015
Resort Hotel,1,5.10E+01,2015,July,28,10,2,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,6/29/2015
Resort Hotel,0,7.90E+01,2015,July,28,10,2,3,2.00E+00,0,0,POL,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,2.10E+01,2015,July,28,10,2,3,2.00E+00,0,2,PRT,Direct,Direct,0,0,C,1,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,3.50E+01,2015,July,28,10,2,3,2.00E+00,2,0,EST,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,7.80E+01,2015,July,28,10,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,1,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,3.10E+01,2015,July,28,10,2,5,2.00E+00,0,0,PRT,Direct,Direct,0,0,D,1,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,7.80E+01,2015,July,28,10,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,7.80E+01,2015,July,28,10,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,1,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,4.40E+01,2015,July,28,10,2,5,1.00E+00,0,0,RUS,Offline TA/TO,TA/TO,0,0,E,2,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,3.40E+01,2015,July,28,10,2,5,2.00E+00,1,0,GBR,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,8.70E+01,2015,July,28,10,2,5,2.00E+00,1,1,PRT,Offline TA/TO,TA/TO,0,0,C,0,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,1.10E+01,2015,July,28,10,2,6,3.00E+00,1,0,PRT,Direct,Direct,0,0,C,0,No Deposit,Transient,Check-Out,7/18/2015
Resort Hotel,0,1.15E+02,2015,July,28,10,2,7,2.00E+00,0,0,IRL,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/19/2015
Resort Hotel,0,8.60E+01,2015,July,28,10,3,7,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/20/2015
Resort Hotel,0,4.10E+01,2015,July,28,10,4,7,2.00E+00,0,1,GBR,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Check-Out,7/21/2015
Resort Hotel,0,3.20E+01,2015,July,28,10,4,9,2.00E+00,0,0,DNK,Online TA,TA/TO,0,0,C,0,No Deposit,Transient,Check-Out,7/23/2015
Resort Hotel,0,3.40E+01,2015,July,28,10,2,5,2.00E+00,1,0,GBR,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,3.40E+01,2015,July,28,10,2,5,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,1,1.00E+02,2015,July,28,11,2,3,2.00E+00,1,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,5/29/2015
Resort Hotel,0,4.40E+01,2015,July,28,11,2,3,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/16/2015
Resort Hotel,0,3.04E+02,2015,July,28,11,2,4,2.00E+00,0,1,PRT,Direct,TA/TO,0,0,A,1,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,1,3.60E+01,2015,July,28,11,2,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,6/8/2015
Resort Hotel,0,1.17E+02,2015,July,28,11,2,4,3.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,7.00E+01,2015,July,28,11,2,4,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/17/2015
Resort Hotel,0,1.10E+02,2015,July,28,11,2,5,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Check-Out,7/18/2015
Resort Hotel,1,1.09E+02,2015,July,28,11,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,4/22/2015
Resort Hotel,0,3.30E+01,2015,July,28,11,2,2,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,3.30E+01,2015,July,28,11,2,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,3.30E+01,2015,July,28,11,2,2,2.00E+00,0,0,CZE,Online TA,TA/TO,0,0,E,1,No Deposit,Transient,Check-Out,7/15/2015
Resort Hotel,0,0.00E+00,2015,July,28,11,0,1,1.00E+00,0,0,GBR,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,0.00E+00,2015,July,28,11,0,1,2.00E+00,0,0,DEU,Online TA,TA/TO,0,0,A,1,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,0.00E+00,2015,July,28,11,0,1,2.00E+00,0,0,ESP,Direct,Direct,0,0,G,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,0.00E+00,2015,July,28,11,0,1,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/12/2015
Resort Hotel,0,8.40E+01,2015,July,28,11,1,1,2.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,7.10E+01,2015,July,28,11,1,1,2.00E+00,0,0,ESP,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,1.60E+01,2015,July,28,11,1,1,2.00E+00,0,0,ROU,Online TA,TA/TO,0,0,C,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,5.40E+01,2015,July,28,11,2,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/14/2015
Resort Hotel,0,8.00E+00,2015,July,28,11,2,1,2.00E+00,0,0,ESP,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/14/2015
Resort Hotel,0,3.60E+01,2015,July,28,11,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/18/2015
Resort Hotel,0,4.00E+01,2015,July,28,11,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/18/2015
Resort Hotel,1,5.90E+01,2015,July,28,11,2,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,5/19/2015
Resort Hotel,0,7.90E+01,2015,July,28,11,2,6,2.00E+00,2,0,PRT,Direct,Direct,0,0,G,1,No Deposit,Transient,Check-Out,7/19/2015
Resort Hotel,0,3.20E+01,2015,July,28,11,4,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,1,No Deposit,Transient,Check-Out,7/21/2015
Resort Hotel,0,1.10E+02,2015,July,28,11,2,5,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,Check-Out,7/18/2015
Resort Hotel,0,3.30E+01,2015,July,28,11,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,7/18/2015
Resort Hotel,0,5.30E+01,2015,July,29,12,1,0,2.00E+00,2,0,CN,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,2.00E+00,2015,July,29,12,1,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/13/2015
Resort Hotel,0,8.00E+00,2015,July,29,12,2,4,2.00E+00,1,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/18/2015
Resort Hotel,1,7.20E+01,2015,July,29,12,2,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,5/12/2015
Resort Hotel,0,1.20E+01,2015,July,29,12,2,5,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,7/19/2015
Resort Hotel,0,4.80E+01,2015,July,29,12,2,5,2.00E+00,0,0,BRA,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,7/19/2015
Resort Hotel,0,9.00E+01,2015,July,29,12,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,7/12/2015
